Riyadh Old,12.6,38.9,3.6,1.4,0.1,0,0.3,0,0,0,3.8,3.1,-1,1.7,12.3,-1,7.3,0,0,0,0,0,0,0.5,0.5,16.1,41.8,19.4,3.4,0,0,0,0,27.1,5.3,15.7,-1,3.8,41.3,14.8,4.2,-1,0,-1,0,0,0,0,0.4,10.9,52.3,3.5,4.4,0,0,0,-1,0,0.3,11.9,7,0,6,24,13,0,0,-1,0,0,0.1,21.7,4,1.5,18.2,106.6,0,0,0,0,0,0,0,45.7,1,1.4,52.3,0,0.7,0,0,0,0,0,0,5.2,8.6,36.4,0,21.5,0,0,0,0,0,0,0,2.8,0,1,44.2,30.2,0,0,0,0,0,0,0,18.3,19.7,1.5,1.7,1.1,2,0,0,0,0,0,0,0,24.6,4.9,11.3,1.3,0,0,0,0,0,0,0,5.4,24.6,4.9,11.3,1.3,0,0,0,0,0,0,0,5.4,73.6,30.1,17.2,92.4,37,0,0,0,0,0,0,0.4,1.1,0,15.8,20.3,15.6,0,0,0,0,1.5,-1,1.2,1.2,15.6,82.4,51.6,0,0,-1,0,0,0,7.1,98.6,53.1,2.3,94.4,38.9,10,0,0,0,0,0,1.5,0,22.4,0,38.3,22.7,0.3,-1,-1,0,0,28.9,192.8,3.5,43.9,0,11.4,17.1,-1,0,0,0,0,0,0,0,24.5,6.8,-1,0,0,0,0,0,0,0,0,1.1,14,0,0,4.5,5,0,0,0,0,0,51.1,-1,-1,1.1,48.7,7.9,-1,0,0,-1,0,0,0,37.8,12.1,999,39.1,13.9,0,0,0,0,999,0,4.6,26.5,-1,-1,8,27.9,1,0,0,0,0,0,-1,97.8,32.6,-1,-1,58.7,2.3,0,-1,0,0,0,0,17.1,5.3,53.9,11.6,-1,-1,0,0,0,0,0,3,1.2,-1,3.2,2.5,21.4,0,0,0,0,0,0,67.1,12,12,12,3,28.2,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,14.5,0,0,-1,7,23.2,2,0,0,0,0,0,-1,11,-1,0,-1,16.5,16.2,0,0,5,0,0,0,-1,51.6,-1,13.3,41.4,-1,0,0,5,0,0,0,-1,999,999,999,999,999,999,999,999,999,999,999,999
Riyadh New,12.6,38.9,3.6,1.4,0.1,0,0.3,0,0,0,3.8,3.1,-1,1.7,12.3,-1,7.3,0,0,0,0,0,0,0.5,0.5,16.1,41.8,19.4,3.4,0,0,0,0,27.1,5.3,15.7,-1,3.8,41.3,14.8,4.2,-1,0,-1,0,0,0,0,0.4,10.9,52.3,3.5,4.4,0,0,0,-1,0,0.3,11.9,7,0,6,24,13,0,0,-1,0,0,0.1,21.7,4,1.5,18.2,106.6,0,0,0,0,0,0,0,45.7,1,1.4,52.3,0,0.7,0,0,0,0,0,0,5.2,8.6,36.4,0,21.5,0,0,0,0,0,0,0,2.8,0,1,44.2,30.2,0,0,0,0,0,0,0,18.3,19.7,1.5,1.7,1.1,2,0,0,0,0,0,0,0,24.6,4.9,11.3,1.3,0,0,0,0,0,0,0,5.4,24.6,4.9,11.3,1.3,0,0,0,0,0,0,0,5.4,73.6,30.1,17.2,92.4,37,0,0,0,0,0,0,0.4,1.1,0,15.8,20.3,15.6,0,0,0,0,1.5,-1,1.2,1.2,15.6,82.4,51.6,0,0,-1,0,0,0,7.1,98.6,53.1,2.3,94.4,38.9,10,0,0,0,0,0,1.5,0,22.4,0,38.3,22.7,0.3,-1,-1,0,0,28.9,192.8,3.5,43.9,0,11.4,17.1,-1,0,0,0,0,0,0,0,24.5,6.8,-1,0,0,0,0,0,0,0,0,1.1,14,0,0,4.5,5,0,0,0,0,0,51.1,-1,-1,1.1,48.7,7.9,-1,0,0,-1,0,0,0,37.8,18.4,4.7,34,4.8,0,0,0,0,0,999,12.7,0,2.6,7.1,6.4,21.5,1.7,0,0,0,0,0,4.3,78,32.2,0,0,67.1,0,0,0,0,0,0,2.2,8.2,-1,40.8,5.4,3.2,2.1,0,0,0,0,0,4.5,-1,0,7.9,-1,17.4,0,0,0,0,0,0,43.3,29.4,4.8,4.8,4,39,-1,0,0,0,0,0,0,0,2.8,-1,0,7.1,2.8,0,0,0,0,2.3,17,0,0,1,14.1,23.4,0,0,0,0,0,0,-1,14.4,0,0,3,11.5,70.6,0,0,1.2,0,0,0,-1,46.8,-1,24.6,19.5,-1,0,0,0,0,0,18.9,0,0,-1,2,38.4,0,0,0,0,0,1.2,16,20.1
Qassem,1.4,20.5,22.6,1.2,-1,0,0,0,0,0,58.3,2.6,8.7,63.1,80.2,1,6,0,0,0,0,-1,9,2.7,25.9,42.5,72.8,106,142.3,0,0,0,0,32.6,21.1,17.1,11.5,-1,11.5,62.3,115.2,0,0,0,0,0,0.1,-1,0.3,-1,15.9,7,0,0,0,0,0,0,49.8,12.5,34.7,0,4.2,17.2,3.1,0,0,0,0,0,57.5,23.8,14.1,25,24,69.8,6.5,0,0,0,0,0,3.7,18.2,3.1,15.1,53,7.2,20.2,0,0,0,0,14.5,0,4.7,38.4,2.5,1.5,36.9,0,0,0,0,0,0,0,6.9,0.8,7.7,11.9,30.6,0,0,0,0,0,3.4,7,34.8,26.4,6.7,17.6,3.7,0.6,0,0,0,0,0,0,0,38.2,54,18,25.5,0,0,0,0,0,16.7,4.6,5.4,38.2,54,18,25.5,0,0,0,0,0,16.7,4.6,5.4,17.9,29,67.7,43.7,27.3,0,0,0,0,4.9,8,0.7,8.6,2.3,12.3,29.9,15.2,0,0,0,4,12.2,21.9,23.2,1.2,23.1,53.2,51,1.4,0,0,0,0,0,7.9,110.8,19.7,16.3,18.2,28,5,0,0,0,0,0,36.6,3.5,11.3,-1,91,12.7,7.6,-1,0.5,0,0,33.5,117.1,17.3,33.1,1.6,51.5,13.9,8.1,-1,-1,-1,-1,0,0.3,0.1,73.5,4.2,4.7,1.8,-1,0,0,0,0,0,-1,14.3,3.9,-1,-1,6.9,7.8,0,0,0,0,4,110.4,20.1,999,999,999,999,999,999,999,999,999,999,999,999,8.8,26.8,84.3,8,0,0,0,999,0,0,999,19.5,15.2,0,13.2,10.7,13.1,0,0,0,0,0,8.1,18.2,67.8,0,7.5,72.7,0,0,0,0,0,0,3,8.8,101.6,45.4,18.1,16.3,-1,0,0,0,0,0,13,8,9.7,16.1,-1,15.1,22.5,0,0,0,0,0,15.9,0,5.3,5.3,36,12.8,10.2,0,0,0,0,0,0,0,9.6,2,0,26.7,-1,0,0,0,0,5.6,56.4,0,-1,2.1,-1,10.3,47.1,-1,0,0,0,0,44.4,15.4,2.7,1,-1,27.9,16.4,0,0,0,0,0,0,10.2,26.6,0,1,46.4,-1,-1,0,0,0,0,51.6,0,0,7.7,3.8,7.1,2.2,0,0,0,0,0,32.9,23
